"Path","Kind","Name","Line"
"core\world_engine.py","def","list_factions","168"
"core\world_engine.py","def","set_diplomacy","173"
"core\world_engine.py","def","get_diplomacy","179"
"core\world_engine.py","def","generate_dungeon","184"
"core\world_engine.py","def","list_dungeons","199"
"core\world_engine.py","def","simulate_combat","206"
"core\world_engine.py","def","ensure_economy","220"
"core\world_engine.py","def","earn_currency","227"
"core\world_engine.py","def","spend_currency","233"
"core\world_engine.py","def","get_economy","241"
"core\world_engine.py","def","add_campaign_event","247"
"core\world_engine.py","def","get_timeline","252"
"core\world_engine.py","def","get_resources","257"
"core\world_engine.py","def","get_laws","262"
"core\world_engine.py","def","add_law","266"
"core\world_engine.py","def","get_random_events","271"
"core\world_engine.py","def","get_weather_log","276"
"core\world_engine.py","def","save_campaign","281"
"core\world_engine.py","def","list_campaign_saves","294"
"install_full.py","def","banner","61"
"install_full.py","def","step","68"
"install_full.py","def","create_directories","75"
"install_full.py","def","install_packages","85"
"install_full.py","def","install_packages_auto","114"
"install_full.py","def","init_database","130"
"install_full.py","def","create_launchers","151"
"install_full.py","def","create_desktop_shortcut","183"
"install_full.py","def","_get_desktop_path","239"
"install_full.py","def","verify_services","266"
"install_full.py","def","main","294"
"map_engine\pathfinding.py","def","_build_adj","6"
"map_engine\pathfinding.py","def","find_path","19"
"map_engine\pathfinding.py","def","travel_cost","30"
"map_engine\pathfinding.py","def","get_faction_territories","39"
"modules\character.py","def","_si","17"
"modules\character.py","def","_soc","22"
"modules\character.py","def","render_character_creation","29"
"modules\character.py","def","_single","35"
"modules\character.py","def","_multi","241"
"modules\character.py","def","_rnd","275"
"modules\character.py","def","_save","331"
"modules\character.py","def","_list","336"
"modules\character.py","def","_del","339"
"modules\chat.py","def","render_chat","42"
"modules\chat.py","def","_send","461"
"modules\chat.py","def","_group_chat","572"
"modules\chat.py","def","_regen","578"
"modules\chat.py","def","_gen_img","592"
"modules\chat.py","def","_animate_img","606"
"modules\chat.py","def","_sync_world","620"
"modules\chat.py","def","_render_point_spender","634"
"modules\chat.py","def","_levelup_dialog","674"
"modules\chat.py","def","_check_levelup","693"
"modules\chat.py","def","_add_quest_item","712"
"modules\chat.py","def","_add_quest_reward","719"
"modules\chat.py","def","_speak","741"
"modules\chat.py","def","_transcribe","782"
"modules\chat.py","def","_transcribe_google","813"
"modules\chat.py","def","_level_affects_world","828"
"modules\chat_import.py","def","render_chat_import","10"
"modules\explore.py","def","render_explore","15"
"modules\explore.py","def","_my_characters","23"
"modules\explore.py","def","_render_card","44"
"modules\explore.py","def","_library_tab","122"
"modules\explore.py","def","_render_lib_card","152"
"modules\explore.py","def","_web_search_tab","169"
"modules\explore.py","def","_general_web_search_section","211"
"modules\explore.py","def","_render_web_result_card","239"
"modules\explore.py","def","_import_web_character","256"
"modules\explore.py","def","_db_all","285"
"modules\explore.py","def","_parse_tags","291"
"modules\explore.py","def","_import_to_db","299"
"modules\knowledge.py","def","render_knowledge","13"
"modules\media_gallery.py","def","save_media","17"
"modules\media_gallery.py","def","get_media","23"
"modules\media_gallery.py","def","delete_media","30"
"modules\media_gallery.py","def","save_uploaded_file","40"
"modules\media_gallery.py","def","add_achievement","47"
"modules\media_gallery.py","def","save_memory_snapshot","54"
"modules\media_gallery.py","def","_san","61"
"modules\media_gallery.py","def","_chars","63"
"modules\media_gallery.py","def","render_media_gallery","69"
"modules\media_gallery.py","def","_mtab","125"
"modules\media_production.py","def","render_media_production","12"
"modules\security.py","def","login_gate","8"
"modules\security.py","def","_create_account_screen","18"
"modules\security.py","def","_sign_in_screen","42"
"modules\security.py","def","render_security_settings","75"
"modules\settings.py","def","render_settings","12"
"modules\world_view.py","def","render_world_view","22"
"modules\world_view.py","def","_creator","404"
"modules\world_view.py","def","_auto","421"
"modules\world_view.py","def","_dungeons_tab","440"
"modules\world_view.py","def","_combat_tab","448"
"modules\world_view.py","def","_economy_tab","464"
"modules\world_view.py","def","_resources_tab","485"
"modules\world_view.py","def","_laws_tab","489"
"modules\world_view.py","def","_diplomacy_tab","500"
"modules\world_view.py","def","_events_tab","515"
"modules\world_view.py","def","_saves_tab","519"
"modules\world_view.py","def","_quests_tab","524"
"modules\world_view.py","def","_relationships_tab","553"
"modules\world_view.py","def","_import_npc_as_character","577"
"plugins\example_plugin.py","def","on_user_message","8"
"plugins\example_plugin.py","def","on_ai_response","13"
"shared_config.py","def","_load_config_file","32"
"shared_config.py","def","get_setting","49"
"story\narrative.py","def","get_story_state","41"
"story\narrative.py","def","set_story_state","45"
"story\narrative.py","def","advance_story","48"
"story\narrative.py","def","get_character_arc","61"
"story\narrative.py","def","start_character_arc","70"
"story\narrative.py","def","advance_character_arc","77"
"story\narrative.py","def","get_narrative_prompt","85"
"tests\conftest.py","def","temp_db","17"
"tests\test_cascading_delete.py","def","_make_character","9"
"tests\test_cascading_delete.py","def","test_delete_character_removes_id_and_name_linked_rows","16"
"tests\test_cascading_delete.py","def","test_delete_character_does_not_touch_other_characters","43"
"tests\test_cascading_delete.py","def","test_delete_character_returns_false_for_unknown_id","62"
"tests\test_cascading_delete.py","def","test_delete_world_removes_linked_rows","66"
"tests\test_cascading_delete.py","def","test_delete_world_returns_false_for_unknown_id","90"
"tests\test_character_data.py","def","test_backstory_count_and_length","7"
"tests\test_character_data.py","def","test_scenario_count_and_length","12"
"tests\test_character_data.py","def","test_goal_count_and_length","17"
"tests\test_character_data.py","def","test_random_backstory_fills_placeholders","22"
"tests\test_character_data.py","def","test_random_scenario_returns_from_list","28"
"tests\test_character_data.py","def","test_random_goals_fills_placeholder","32"
"tests\test_character_search.py","def","_fake_search_response","17"
"tests\test_character_search.py","def","test_search_characters_parses_real_response_shape","24"
"tests\test_character_search.py","def","test_search_characters_sends_expected_params","43"
"tests\test_character_search.py","def","test_search_characters_never_fabricates_on_network_error","54"
"tests\test_character_search.py","def","test_search_characters_surfaces_403","63"
"tests\test_character_search.py","def","test_search_characters_retries_without_sort_on_422","73"
"tests\test_character_search.py","def","test_search_characters_surfaces_422_detail_if_retry_also_fails","90"
"tests\test_character_search.py","def","test_search_characters_surfaces_response_body_on_error","105"
"tests\test_character_search.py","def","test_search_characters_respects_local_only_mode","117"
"tests\test_character_search.py","def","test_extract_card_json_reads_embedded_png_text_chunk","126"
"tests\test_character_search.py","def","test_extract_card_json_handles_v1_flat_format","144"
"tests\test_character_search.py","def","test_extract_card_json_returns_none_for_image_without_embedded_data","158"
"tests\test_character_search.py","def","test_fetch_character_card_returns_none_on_http_error","166"
"tests\test_character_search.py","def","test_fetch_character_card_respects_local_only_mode","174"
"tests\test_chat_engine.py","def","_fake_stream_response","11"
"tests\test_chat_engine.py","def","test_default_preamble_has_no_unsafe_absolute_language","18"
"tests\test_chat_engine.py","def","test_get_system_preamble_defaults","25"
"tests\test_chat_engine.py","def","test_set_and_get_system_preamble_roundtrip","29"
"tests\test_chat_engine.py","def","test_build_system_prompt_includes_configured_preamble","38"
"tests\test_chat_engine.py","def","test_active_model_defaults_to_shared_config","45"
"tests\test_chat_engine.py","def","test_set_and_get_active_model_roundtrip","50"
"tests\test_chat_engine.py","def","test_send_to_llm_uses_active_model","57"
"tests\test_chat_engine.py","def","test_send_to_llm_handles_connection_errors_without_raising","70"
"tests\test_chat_engine.py","def","test_send_to_llm_without_requests_library","78"
"tests\test_chat_engine.py","def","test_export_chat_json_backward_compatible_without_character","84"
"tests\test_chat_engine.py","def","test_export_chat_json_includes_quests_with_character","93"
"tests\test_chat_engine.py","def","test_stream_from_llm_yields_deltas_in_order","104"
"tests\test_chat_engine.py","def","test_stream_from_llm_requests_streaming_mode","118"
"tests\test_chat_engine.py","def","test_stream_from_llm_skips_unparseable_lines_and_blank_lines","131"
"tests\test_chat_engine.py","def","test_stream_from_llm_falls_back_to_non_streamed_on_connection_error","145"
"tests\test_chat_engine.py","def","test_stream_from_llm_falls_back_when_server_sends_no_content","155"
"tests\test_chat_engine.py","def","test_stream_from_llm_without_requests_library","166"
"tests\test_chat_io_importer.py","def","_fake_response","12"
"tests\test_chat_io_importer.py","def","test_import_chat_url_parses_json_message_list","23"
"tests\test_chat_io_importer.py","def","test_import_chat_url_parses_json_with_messages_key","33"
"tests\test_chat_io_importer.py","def","test_import_chat_url_parses_plain_text","42"
"tests\test_chat_io_importer.py","def","test_import_chat_url_rejects_non_http_scheme","52"
"tests\test_chat_io_importer.py","def","test_import_chat_url_respects_local_only_mode","60"
"tests\test_image_gen.py","def","test_download_image_falls_back_to_placeholder_when_all_providers_fail","12"
"tests\test_image_gen.py","def","test_download_image_stops_at_first_successful_provider","23"
"tests\test_image_gen.py","def","test_local_only_mode_skips_pollinations","36"
"tests\test_image_gen.py","def","test_local_only_mode_off_by_default_still_tries_pollinations","46"
"tests\test_imports.py","def","test_core_modules_import","6"
"tests\test_imports.py","def","test_ui_modules_import","12"
"tests\test_knowledge_content.py","def","test_dnd_reference_docs_exist_and_are_nonempty","9"
"tests\test_knowledge_content.py","def","test_character_options_doc_covers_every_race","18"
"tests\test_knowledge_content.py","def","test_character_options_doc_covers_professions","24"
"tests\test_knowledge_content.py","def","test_character_options_doc_is_indexable_by_knowledge_base","30"
"tests\test_plugin_manager.py","def","_write_plugin","5"
"tests\test_plugin_manager.py","def","test_discover_finds_py_files_and_skips_private","9"
"tests\test_plugin_manager.py","def","test_load_and_run_hook_calls_plugin_function","21"
"tests\test_plugin_manager.py","def","on_user_message","26"
"tests\test_plugin_manager.py","def","test_disabled_plugin_does_not_run","36"
"tests\test_plugin_manager.py","def","on_user_message","41"
"tests\test_plugin_manager.py","def","test_run_hook_survives_a_broken_plugin","52"
"tests\test_plugin_manager.py","def","test_load_missing_plugin_returns_false","62"
"tests\test_quest_system.py","def","test_generate_dynamic_quest_uses_llm_json","12"
"tests\test_quest_system.py","def","test_generate_dynamic_quest_handles_markdown_fenced_json","31"
"tests\test_quest_system.py","def","test_generate_dynamic_quest_falls_back_on_unparseable_response","43"
"tests\test_quest_system.py","def","test_generate_dynamic_quest_falls_back_when_llm_raises","52"
"tests\test_quest_system.py","def","test_generate_quest_templated_still_works","60"
"tests\test_security.py","def","test_user_lifecycle","7"
"tests\test_security.py","def","test_register_duplicate_username_fails","30"
"tests\test_storage.py","def","test_init_db_creates_expected_tables","7"
"tests\test_storage.py","def","test_init_db_is_idempotent","18"
"tests\test_storage.py","def","test_migration_skips_duplicate_column_silently","28"
"tests\test_storage.py","def","test_message_crud","36"
"tests\test_storage.py","def","test_settings_crud","59"
"tests\test_web_search.py","def","_fake_response","13"
"tests\test_web_search.py","def","test_search_web_without_api_key_returns_helpful_error","20"
"tests\test_web_search.py","def","test_search_web_parses_real_response_shape","26"
"tests\test_web_search.py","def","test_search_web_sends_api_key_header","38"
"tests\test_web_search.py","def","test_search_web_rejects_empty_query","49"
"tests\test_web_search.py","def","test_search_web_surfaces_401","56"
"tests\test_web_search.py","def","test_search_web_surfaces_network_error","67"
"tests\test_web_search.py","def","test_search_web_respects_local_only_mode","76"
"ui\skill_tree_ui.py","def","_c","6"
"ui\skill_tree_ui.py","def","render_skill_tree_svg","11"
"ui\skill_tree_ui.py","def","render_all_trees","45"
"ui\skill_tree_ui.py","def","streamlit_skill_tree","48"
"world\prebuilt.py","def","get_prebuilt_list","42"
"world\prebuilt.py","def","create_prebuilt_world","44"
