"Path","Kind","Name","Line"
"full_install.py","def","seed_knowledge","104"
"full_install.py","def","write_windows_shortcut","108"
"full_install.py","def","write_macos_shortcut","129"
"full_install.py","def","write_linux_shortcut","142"
"full_install.py","def","write_shortcut","161"
"full_install.py","def","main","171"
"plugins\example_plugin.py","def","on_user_message","8"
"plugins\example_plugin.py","def","on_ai_response","13"
"shared_config.py","def","_load_config_file","32"
"shared_config.py","def","get_setting","49"
"tools\seed_knowledge.py","def","bullet_list","58"
"tools\seed_knowledge.py","def","race_doc","62"
"tools\seed_knowledge.py","def","options_doc","93"
"tools\seed_knowledge.py","def","write_docs","105"
"tools\seed_knowledge.py","def","seed_database","116"
"tools\seed_knowledge.py","def","main","142"
